PassengerId;Survived;Age;Fare;ageRatioTitle;woe_sibSp;withFamily;woe_parch;woe_title;ageRatioClass;fareRatioClass
26;1;38.0;31.3875;1.058550425586794;0.6135134918212847;1;-0.445197580094639;1.7804264717632785;1.5833333333333333;0.8259868421052632
27;0;21.886986301369863;7.225;0.7816780821917808;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.9119577625570776;0.330104834924112
28;0;19.0;263.0;0.6785714285714286;-0.4844182932479203;1;0.4710931517795161;-1.202120796051821;0.5277777777777778;13.842105263157896
29;1;21.773972602739725;7.8792;1.0;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.9072488584474886;0.3618632274300094
30;0;24.0;7.8958;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3289916666666667
31;0;40.0;27.7208;1.0;-0.1660101316342809;1;-0.17390468488284655;0.0;1.1111111111111112;0.69302
32;1;35.898148148148145;146.5208;1.0;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;0.997170781893004;4.08156987361362
33;1;21.773972602739725;7.75;1.0;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.9072488584474886;0.3559295375904373
34;0;66.0;10.5;2.357142857142857;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;2.23728813559322;0.1590909090909091
35;0;28.0;82.1708;1.0;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;0.7777777777777778;2.9346714285714284
36;0;42.0;52.0;1.5;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;1.1666666666666667;1.2380952380952381
37;1;21.886986301369863;7.2292;0.7816780821917808;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.9119577625570776;0.33029672977624785
38;0;21.0;8.05;0.75;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.875;0.38333333333333336
39;0;18.0;18.0;0.8266750550487575;0.33756175915499365;1;-0.17390468488284655;1.297771724963984;0.75;1.0
40;1;14.0;11.2417;0.6429694872601447;0.6135134918212847;1;-0.17390468488284655;1.297771724963984;0.5833333333333334;0.8029785714285714
41;0;40.0;9.475;1.1142636058808357;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;1.6666666666666667;0.236875
42;0;27.0;21.0;0.7521279339695641;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;0.9152542372881356;0.7777777777777778
43;0;21.886986301369863;7.8958;0.7816780821917808;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.9119577625570776;0.3607531841652324
44;1;3.0;41.5792;0.13777917584145957;0.6135134918212847;1;0.4710931517795161;1.297771724963984;0.1016949152542373;13.859733333333333
45;1;19.0;7.8792;0.8726014469959107;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.7916666666666666;0.4146947368421053
46;0;24.0;8.05;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3354166666666667
47;0;21.773972602739725;15.5;0.7776418786692759;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;0.9072488584474886;0.7118590751808745
48;1;21.773972602739725;7.75;1.0;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.9072488584474886;0.3559295375904373
49;0;21.886986301369863;21.6792;0.7816780821917808;0.33756175915499365;1;-0.17390468488284655;-1.202120796051821;0.9119577625570776;0.990506399624472
50;0;18.0;17.8;0.5014186226463762;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;0.75;0.9888888888888889
51;0;7.0;39.6875;1.75;-0.9152012093403745;1;0.6717638472416674;0.7587752242312972;0.2916666666666667;5.669642857142857
52;0;21.0;7.8;0.75;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.875;0.37142857142857144
53;1;49.0;76.7292;1.364972917204024;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;1.3611111111111112;1.5659020408163267
54;1;29.0;26.0;0.8078411142636059;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;0.9830508474576272;0.896551724137931
55;0;65.0;61.9792;2.3214285714285716;-0.1660101316342809;1;0.6717638472416674;-1.202120796051821;1.8055555555555556;0.9535261538461538
56;1;36.0;35.5;1.2857142857142858;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.9861111111111112
57;1;21.0;10.5;0.9644542308902171;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.711864406779661;0.5
58;0;28.5;7.2292;1.0178571428571428;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.1875;0.2536561403508772
59;1;5.0;27.75;0.22963195973576597;0.6135134918212847;1;0.4710931517795161;1.297771724963984;0.1694915254237288;5.55
60;0;11.0;46.9;2.75;-1.3206663174485387;1;0.4710931517795161;0.7587752242312972;0.4583333333333333;4.263636363636364
61;0;22.0;7.2292;0.7857142857142857;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.9166666666666666;0.3286
62;1;38.0;80.0;1.7452028939918214;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;1.0555555555555556;2.1052631578947367
63;0;45.0;83.475;1.6071428571428572;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;1.25;1.855
64;0;4.0;27.9;1.0;-0.4844182932479203;1;0.4710931517795161;0.7587752242312972;0.16666666666666666;6.975
65;0;36.0;27.7208;1.2857142857142858;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.7700222222222223
66;1;4.574166666666667;15.2458;1.1435416666666667;0.6135134918212847;1;0.6717638472416674;0.7587752242312972;0.1905902777777778;3.33302240845327
67;1;29.0;10.5;0.8078411142636059;-0.1660101316342809;1;-0.17390468488284655;1.7804264717632785;0.9830508474576272;0.3620689655172414
68;0;19.0;8.1583;0.6785714285714286;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.7916666666666666;0.4293842105263158
69;1;17.0;7.925;0.7807486631016043;-0.9152012093403745;1;0.4710931517795161;1.297771724963984;0.7083333333333334;0.4661764705882353
70;0;26.0;8.6625;0.9285714285714286;0.33756175915499365;1;-0.17390468488284655;-1.202120796051821;1.0833333333333333;0.3331730769230769
71;0;32.0;10.5;1.1428571428571428;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0847457627118644;0.328125
72;0;16.0;46.9;0.7348222711544511;-1.3206663174485387;1;0.4710931517795161;1.297771724963984;0.6666666666666666;2.93125
73;0;21.0;73.5;0.75;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.711864406779661;3.5
74;0;26.0;14.4542;0.9285714285714286;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;1.0833333333333333;0.5559307692307692
75;1;32.0;56.4958;1.1428571428571428;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.3333333333333333;1.76549375
76;0;25.0;7.65;0.8928571428571429;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0416666666666667;0.306
77;0;24.0;7.8958;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3289916666666667
78;0;24.0;8.05;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3354166666666667
79;1;0.83;29.0;0.2075;-0.1660101316342809;1;0.4710931517795161;0.7587752242312972;0.02813559322033898;34.93975903614458
80;1;30.0;12.475;1.3777917584145958;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;1.25;0.41583333333333333
81;0;22.0;9.0;0.7857142857142857;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.9166666666666666;0.4090909090909091
82;1;29.0;9.5;1.0357142857142858;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.2083333333333333;0.3275862068965517
83;1;21.773972602739725;7.7875;1.0;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.9072488584474886;0.3576517772884555
84;0;28.0;47.1;1.0;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.7777777777777778;1.6821428571428572
85;1;17.0;10.5;0.7807486631016043;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.576271186440678;0.6176470588235294
86;1;33.0;15.85;0.9192674748516895;-0.4844182932479203;1;-0.17390468488284655;1.7804264717632785;1.375;0.4803030303030303
87;0;16.0;34.375;0.5714285714285714;0.6135134918212847;1;0.7587752242312972;-1.202120796051821;0.6666666666666666;2.1484375
88;0;24.0;8.05;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3354166666666667
89;1;23.0;263.0;1.0563070147845235;-0.4844182932479203;1;0.4710931517795161;1.297771724963984;0.6388888888888888;11.434782608695652
90;0;24.0;8.05;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3354166666666667
91;0;29.0;8.05;1.0357142857142858;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.2083333333333333;0.2775862068965517
92;0;20.0;7.8542;0.7142857142857143;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.8333333333333334;0.39271
93;0;46.0;61.175;1.6428571428571428;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;1.2777777777777777;1.329891304347826
94;0;26.0;20.575;0.9285714285714286;0.6135134918212847;1;0.4710931517795161;-1.202120796051821;1.0833333333333333;0.7913461538461538
95;0;59.0;7.25;2.107142857142857;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;2.4583333333333335;0.1228813559322034
96;0;24.0;8.05;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3354166666666667
97;0;71.0;34.6542;2.5357142857142856;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.9722222222222223;0.488087323943662
98;1;23.0;63.3583;0.8214285714285714;-0.1660101316342809;1;0.6717638472416674;-1.202120796051821;0.6388888888888888;2.754708695652174
99;1;34.0;23.0;0.9471240649987104;-0.1660101316342809;1;0.6717638472416674;1.7804264717632785;1.152542372881356;0.6764705882352942
100;0;34.0;26.0;1.2142857142857142;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;1.152542372881356;0.7647058823529411
101;0;28.0;7.8958;1.2859389745202894;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;1.1666666666666667;0.28199285714285716
102;0;24.0;7.8958;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3289916666666667
103;0;21.0;77.2875;0.75;-0.1660101316342809;1;0.6717638472416674;-1.202120796051821;0.5833333333333334;3.6803571428571424
104;0;33.0;8.6542;1.1785714285714286;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.375;0.26224848484848484
105;0;37.0;7.925;1.3214285714285714;0.33756175915499365;1;-0.17390468488284655;-1.202120796051821;1.5416666666666667;0.2141891891891892
106;0;28.0;7.8958;1.0;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.1666666666666667;0.28199285714285716
107;1;21.0;7.65;0.9644542308902171;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.875;0.3642857142857143
108;1;24.0;7.775;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.32395833333333335
109;0;38.0;7.8958;1.3571428571428572;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.5833333333333333;0.2077842105263158
110;1;21.773972602739725;24.15;1.0;0.6135134918212847;1;-0.17390468488284655;1.297771724963984;0.9072488584474886;1.1091223655237497
111;0;47.0;52.0;1.6785714285714286;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.3055555555555556;1.1063829787234043
112;0;14.5;14.4542;0.6659326832337213;0.6135134918212847;1;-0.17390468488284655;1.297771724963984;0.6041666666666666;0.9968413793103449
113;0;22.0;8.05;0.7857142857142857;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.9166666666666666;0.36590909090909096
114;0;20.0;9.825;0.9185278389430639;0.6135134918212847;1;-0.17390468488284655;1.297771724963984;0.8333333333333334;0.49124999999999996
115;0;17.0;14.4583;0.7807486631016043;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.7083333333333334;0.8504882352941177
116;0;21.0;7.925;0.75;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.875;0.3773809523809524
117;0;70.5;7.75;2.517857142857143;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;2.9375;0.1099290780141844
118;0;29.0;21.0;1.0357142857142858;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;0.9830508474576272;0.7241379310344828
119;0;24.0;247.5208;0.8571428571428571;-0.1660101316342809;1;0.6717638472416674;-1.202120796051821;0.6666666666666666;10.313366666666667
120;0;2.0;31.275;0.09185278389430639;-0.9152012093403745;1;0.4710931517795161;1.297771724963984;0.08333333333333333;15.6375
121;0;21.0;73.5;0.75;0.33756175915499365;1;-0.17390468488284655;-1.202120796051821;0.711864406779661;3.5
122;0;24.0;8.05;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3354166666666667
123;0;32.5;30.0708;1.1607142857142858;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;1.1016949152542372;0.9252553846153846
124;1;32.5;13.0;1.4926077382824787;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;1.1016949152542372;0.4
125;0;54.0;77.2875;1.9285714285714286;-0.1660101316342809;1;0.6717638472416674;-1.202120796051821;1.5;1.43125
126;1;12.0;11.2417;3.0;0.6135134918212847;1;-0.17390468488284655;0.7587752242312972;0.5;0.9368083333333334
127;0;21.773972602739725;7.75;0.7776418786692759;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.9072488584474886;0.3559295375904373
128;1;24.0;7.1417;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.29757083333333334
129;1;21.773972602739725;22.3583;1.0;0.6135134918212847;1;0.6717638472416674;1.297771724963984;0.9072488584474886;1.0268360490720352
130;0;45.0;6.975;1.6071428571428572;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.875;0.155
131;0;33.0;7.8958;1.1785714285714286;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.375;0.23926666666666668
132;0;20.0;7.05;0.7142857142857143;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.8333333333333334;0.3525
133;0;47.0;14.5;1.309259736909982;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;1.9583333333333333;0.30851063829787234
134;1;29.0;26.0;0.8078411142636059;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;0.9830508474576272;0.896551724137931
135;0;25.0;13.0;0.8928571428571429;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.847457627118644;0.52
136;0;23.0;15.0458;0.8214285714285714;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.7796610169491526;0.6541652173913043
137;1;19.0;26.2833;0.8726014469959107;-0.1660101316342809;1;0.4710931517795161;1.297771724963984;0.5277777777777778;1.3833315789473684
138;0;37.0;53.1;1.3214285714285714;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;1.0277777777777777;1.4351351351351351
139;0;16.0;9.2167;0.5714285714285714;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.6666666666666666;0.57604375
140;0;24.0;79.2;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.6666666666666666;3.3000000000000003
141;0;35.898148148148145;15.2458;1.0;-0.1660101316342809;1;0.4710931517795161;1.7804264717632785;1.4957561728395061;0.42469600206345115
142;1;22.0;7.75;1.0103806228373702;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.9166666666666666;0.3522727272727273
143;1;24.0;15.85;0.6685581635285015;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;1.0;0.6604166666666667
144;0;19.0;6.75;0.6785714285714286;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.7916666666666666;0.35526315789473684
145;0;18.0;11.5;0.6428571428571429;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.6101694915254238;0.6388888888888888
146;0;19.0;36.75;0.6785714285714286;0.6135134918212847;1;0.6717638472416674;-1.202120796051821;0.6440677966101694;1.9342105263157894
147;1;27.0;7.7958;0.9642857142857143;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.125;0.28873333333333334
148;0;9.0;34.375;0.41333752752437875;0.33756175915499365;1;0.4710931517795161;1.297771724963984;0.375;3.8194444444444446
149;0;36.5;26.0;1.3035714285714286;-0.1660101316342809;1;0.4710931517795161;-1.202120796051821;1.2372881355932204;0.7123287671232876
150;0;42.0;13.0;0.9032258064516129;-0.1660101316342809;1;-0.17390468488284655;-1.4748169972757972;1.423728813559322;0.30952380952380953
151;0;51.0;12.525;1.096774193548387;-0.1660101316342809;1;-0.17390468488284655;-1.4748169972757972;1.728813559322034;0.24558823529411766
152;1;22.0;66.6;0.6128449832344597;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;0.6111111111111112;3.027272727272727
153;0;55.5;8.05;1.9821428571428572;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;2.3125;0.14504504504504506
154;0;40.5;14.5;1.4464285714285714;-0.1660101316342809;1;0.4710931517795161;-1.202120796051821;1.6875;0.35802469135802467
155;0;24.0;7.3125;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.3046875
156;0;51.0;61.3792;1.8214285714285714;-0.1660101316342809;1;0.6717638472416674;-1.202120796051821;1.4166666666666667;1.203513725490196
157;1;16.0;7.7333;0.7348222711544511;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.6666666666666666;0.48333125
158;0;30.0;8.05;1.0714285714285714;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.25;0.26833333333333337
159;0;24.0;8.6625;0.8571428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.36093749999999997
160;0;4.574166666666667;69.55;1.1435416666666667;-1.60834838990032;1;0.4710931517795161;0.7587752242312972;0.1905902777777778;15.204955365276005
161;0;44.0;16.1;1.5714285714285714;-0.1660101316342809;1;0.6717638472416674;-1.202120796051821;1.8333333333333333;0.36590909090909096
162;1;40.0;15.75;1.1142636058808357;-0.1660101316342809;1;-0.17390468488284655;1.7804264717632785;1.3559322033898304;0.39375
163;0;26.0;7.775;0.9285714285714286;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0833333333333333;0.29903846153846153
164;0;17.0;8.6625;0.6071428571428571;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.7083333333333334;0.5095588235294117
165;0;1.0;39.6875;0.25;-0.9152012093403745;1;0.6717638472416674;0.7587752242312972;0.041666666666666664;39.6875
166;1;9.0;20.525;2.25;-0.1660101316342809;1;0.4710931517795161;0.7587752242312972;0.375;2.2805555555555554
167;1;35.898148148148145;55.0;1.0;-0.1660101316342809;1;0.6717638472416674;1.7804264717632785;0.997170781893004;1.5321124580861492
168;0;45.0;27.9;1.2535465566159403;0.6135134918212847;1;-1.1383447606545842;1.7804264717632785;1.875;0.62
169;0;36.0;25.925;1.2857142857142858;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;0.7201388888888889
170;0;28.0;56.4958;1.0;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.1666666666666667;2.017707142857143
171;0;61.0;33.5;2.1785714285714284;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.6944444444444444;0.5491803278688525
172;0;4.0;29.125;1.0;-0.9152012093403745;1;0.6717638472416674;0.7587752242312972;0.16666666666666666;7.28125
173;1;1.0;11.1333;0.04592639194715319;0.6135134918212847;1;0.6717638472416674;1.297771724963984;0.041666666666666664;11.1333
174;0;21.0;7.925;0.75;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.875;0.3773809523809524
175;0;56.0;30.6958;2.0;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.5555555555555556;0.5481392857142857
176;0;18.0;7.8542;0.6428571428571429;0.6135134918212847;1;0.6717638472416674;-1.202120796051821;0.75;0.4363444444444444
177;0;4.574166666666667;25.4667;1.1435416666666667;-0.4844182932479203;1;0.6717638472416674;0.7587752242312972;0.1905902777777778;5.567505920932774
178;0;50.0;28.7125;2.29631959735766;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;1.3888888888888888;0.5742499999999999
179;0;30.0;13.0;1.0714285714285714;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0169491525423728;0.43333333333333335
180;0;36.0;0.0;1.2857142857142858;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.5;0.0
181;0;21.773972602739725;69.55;1.0;-1.60834838990032;1;0.4710931517795161;1.297771724963984;0.9072488584474886;3.1941805599245043
182;0;25.0;15.05;0.8928571428571429;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.847457627118644;0.602
183;0;9.0;31.3875;2.25;-0.9152012093403745;1;0.4710931517795161;0.7587752242312972;0.375;3.4875
184;1;1.0;39.0;0.25;0.33756175915499365;1;0.6717638472416674;0.7587752242312972;0.03389830508474576;39.0
185;1;4.0;22.025;0.18370556778861277;-0.1660101316342809;1;0.4710931517795161;1.297771724963984;0.16666666666666666;5.50625
186;0;36.0;50.0;1.2857142857142858;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0;1.3888888888888888
187;1;35.898148148148145;15.5;1.0;0.6135134918212847;1;-0.17390468488284655;1.7804264717632785;1.4957561728395061;0.4317771472788239
188;1;45.0;26.55;1.6071428571428572;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.25;0.59
189;0;40.0;15.5;1.4285714285714286;0.6135134918212847;1;0.6717638472416674;-1.202120796051821;1.6666666666666667;0.3875
190;0;36.0;7.8958;1.2857142857142858;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.5;0.2193277777777778
191;1;32.0;13.0;0.8914108847046687;-0.1660101316342809;1;-0.17390468488284655;1.7804264717632785;1.0847457627118644;0.40625
192;0;19.0;13.0;0.6785714285714286;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.6440677966101694;0.6842105263157895
193;1;19.0;7.8542;0.8726014469959107;0.6135134918212847;1;-0.17390468488284655;1.297771724963984;0.7916666666666666;0.413378947368421
194;1;3.0;26.0;0.75;0.6135134918212847;1;0.6717638472416674;0.7587752242312972;0.1016949152542373;8.666666666666666
195;1;44.0;27.7208;1.2256899664689194;-0.1660101316342809;1;-0.17390468488284655;1.7804264717632785;1.2222222222222223;0.6300181818181818
196;1;58.0;146.5208;2.6637307329348854;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;1.6111111111111112;2.5262206896551724
197;0;21.773972602739725;7.75;0.7776418786692759;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.9072488584474886;0.3559295375904373
198;0;42.0;8.4042;1.5;-0.1660101316342809;1;0.6717638472416674;-1.202120796051821;1.75;0.2001
199;1;21.773972602739725;7.75;1.0;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.9072488584474886;0.3559295375904373
200;0;24.0;13.0;1.1022334067316766;-0.1660101316342809;1;-0.17390468488284655;1.297771724963984;0.8135593220338984;0.5416666666666666
201;0;28.0;9.5;1.0;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.1666666666666667;0.3392857142857143
202;0;24.0;69.55;0.8571428571428571;-1.60834838990032;1;0.4710931517795161;-1.202120796051821;1.0;2.8979166666666667
203;0;34.0;6.4958;1.2142857142857142;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.4166666666666667;0.1910529411764706
204;0;45.5;7.225;1.625;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.8958333333333333;0.15879120879120878
205;1;18.0;8.05;0.6428571428571429;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;0.75;0.44722222222222224
206;0;2.0;10.4625;0.09185278389430639;-0.1660101316342809;1;0.6717638472416674;1.297771724963984;0.08333333333333333;5.23125
207;0;32.0;15.85;1.1428571428571428;0.6135134918212847;1;-0.17390468488284655;-1.202120796051821;1.3333333333333333;0.4953125
208;1;26.0;18.7875;0.9285714285714286;-0.1660101316342809;1;-0.17390468488284655;-1.202120796051821;1.0833333333333333;0.7225961538461539
